customer_id,first_name,last_name,email,country,registration_date,customer_segment,lifetime_value
1311,First_310,Last_310,customer310@email.com,Canada,2020-03-18 12:00:00,Gold,354.04
1312,First_311,Last_311,customer311@email.com,USA,2020-03-18 18:00:00,Bronze,1036.62
1313,First_312,Last_312,customer312@email.com,USA,2020-03-19 00:00:00,Bronze,340.16
1314,First_313,Last_313,customer313@email.com,France,2020-03-19 06:00:00,Bronze,605.77
1315,First_314,Last_314,customer314@email.com,Germany,2020-03-19 12:00:00,Silver,2468.01
1316,First_315,Last_315,customer315@email.com,UK,2020-03-19 18:00:00,Bronze,70.49
1317,First_316,Last_316,customer316@email.com,Canada,2020-03-20 00:00:00,Bronze,160.61
1318,First_317,Last_317,customer317@email.com,USA,2020-03-20 06:00:00,Bronze,250.91
1319,First_318,Last_318,customer318@email.com,USA,2020-03-20 12:00:00,Gold,273.94
1320,First_319,Last_319,customer319@email.com,USA,2020-03-20 18:00:00,Gold,264.68
1321,First_320,Last_320,customer320@email.com,Canada,2020-03-21 00:00:00,Silver,1190.87
1322,First_321,Last_321,customer321@email.com,UK,2020-03-21 06:00:00,Gold,625.94
1323,First_322,Last_322,customer322@email.com,UK,2020-03-21 12:00:00,Bronze,468.13
1324,First_323,Last_323,customer323@email.com,USA,2020-03-21 18:00:00,Silver,185.08
1325,First_324,Last_324,customer324@email.com,France,2020-03-22 00:00:00,Bronze,868.04
1326,First_325,Last_325,customer325@email.com,UK,2020-03-22 06:00:00,Silver,1551.22
1327,First_326,Last_326,customer326@email.com,Canada,2020-03-22 12:00:00,Gold,860.74
1328,First_327,Last_327,customer327@email.com,UK,2020-03-22 18:00:00,Bronze,0.78
1329,First_328,Last_328,customer328@email.com,Canada,2020-03-23 00:00:00,Bronze,505.85
1330,First_329,Last_329,customer329@email.com,USA,2020-03-23 06:00:00,Silver,26.24
1331,First_330,Last_330,customer330@email.com,USA,2020-03-23 12:00:00,Bronze,148.94
1332,First_331,Last_331,customer331@email.com,UK,2020-03-23 18:00:00,Bronze,30.68
1333,First_332,Last_332,customer332@email.com,USA,2020-03-24 00:00:00,Silver,462.91
1334,First_333,Last_333,customer333@email.com,USA,2020-03-24 06:00:00,Bronze,580.12
1335,First_334,Last_334,customer334@email.com,USA,2020-03-24 12:00:00,Bronze,60.79
1336,First_335,Last_335,customer335@email.com,USA,2020-03-24 18:00:00,Bronze,242.12
1337,First_336,Last_336,customer336@email.com,Germany,2020-03-25 00:00:00,Gold,304.62
1338,First_337,Last_337,customer337@email.com,UK,2020-03-25 06:00:00,Bronze,230.27
1339,First_338,Last_338,customer338@email.com,Canada,2020-03-25 12:00:00,Gold,64.5
1340,First_339,Last_339,customer339@email.com,USA,2020-03-25 18:00:00,Gold,271.46
1341,First_340,Last_340,customer340@email.com,Canada,2020-03-26 00:00:00,Silver,695.51
1342,First_341,Last_341,customer341@email.com,Canada,2020-03-26 06:00:00,Silver,36.83
1343,First_342,Last_342,customer342@email.com,USA,2020-03-26 12:00:00,Bronze,41.79
1344,First_343,Last_343,customer343@email.com,Canada,2020-03-26 18:00:00,Bronze,219.08
1345,First_344,Last_344,customer344@email.com,USA,2020-03-27 00:00:00,Bronze,1421.3
1346,First_345,Last_345,customer345@email.com,UK,2020-03-27 06:00:00,Silver,552.17
1347,First_346,Last_346,customer346@email.com,UK,2020-03-27 12:00:00,Silver,567.64
1348,First_347,Last_347,customer347@email.com,USA,2020-03-27 18:00:00,Silver,224.65
1349,First_348,Last_348,customer348@email.com,USA,2020-03-28 00:00:00,Bronze,450.28
1350,First_349,Last_349,customer349@email.com,UK,2020-03-28 06:00:00,Gold,5.09
1351,First_350,Last_350,customer350@email.com,Canada,2020-03-28 12:00:00,Bronze,505.43
1352,First_351,Last_351,customer351@email.com,Germany,2020-03-28 18:00:00,Bronze,1222.58
1353,First_352,Last_352,customer352@email.com,UK,2020-03-29 00:00:00,Silver,474.11
1354,First_353,Last_353,customer353@email.com,USA,2020-03-29 06:00:00,Bronze,1034.54
1355,First_354,Last_354,customer354@email.com,USA,2020-03-29 12:00:00,Silver,643.63
1356,First_355,Last_355,customer355@email.com,UK,2020-03-29 18:00:00,Bronze,64.23
1357,First_356,Last_356,customer356@email.com,USA,2020-03-30 00:00:00,Bronze,1163.71
1358,First_357,Last_357,customer357@email.com,Canada,2020-03-30 06:00:00,Silver,34.38
1359,First_358,Last_358,customer358@email.com,France,2020-03-30 12:00:00,Silver,381.75
1360,First_359,Last_359,customer359@email.com,Canada,2020-03-30 18:00:00,Bronze,76.66
1361,First_360,Last_360,customer360@email.com,USA,2020-03-31 00:00:00,Bronze,5.89
1362,First_361,Last_361,customer361@email.com,UK,2020-03-31 06:00:00,Silver,274.12
1363,First_362,Last_362,customer362@email.com,Canada,2020-03-31 12:00:00,Bronze,174.81
1364,First_363,Last_363,customer363@email.com,Canada,2020-03-31 18:00:00,Bronze,332.77
1365,First_364,Last_364,customer364@email.com,France,2020-04-01 00:00:00,Bronze,430.43
1366,First_365,Last_365,customer365@email.com,USA,2020-04-01 06:00:00,Gold,22.36
1367,First_366,Last_366,customer366@email.com,France,2020-04-01 12:00:00,Bronze,65.63
1368,First_367,Last_367,customer367@email.com,France,2020-04-01 18:00:00,Bronze,408.95
1369,First_368,Last_368,customer368@email.com,USA,2020-04-02 00:00:00,Gold,210.16
1370,First_369,Last_369,customer369@email.com,USA,2020-04-02 06:00:00,Silver,653.14
1371,First_370,Last_370,customer370@email.com,USA,2020-04-02 12:00:00,Bronze,528.2
1372,First_371,Last_371,customer371@email.com,USA,2020-04-02 18:00:00,Gold,934.12
1373,First_372,Last_372,customer372@email.com,USA,2020-04-03 00:00:00,Bronze,589.63
1374,First_373,Last_373,customer373@email.com,UK,2020-04-03 06:00:00,Silver,281.0
1375,First_374,Last_374,customer374@email.com,USA,2020-04-03 12:00:00,Silver,558.85
1376,First_375,Last_375,customer375@email.com,USA,2020-04-03 18:00:00,Bronze,161.05
1377,First_376,Last_376,customer376@email.com,Germany,2020-04-04 00:00:00,Silver,182.87
1378,First_377,Last_377,customer377@email.com,USA,2020-04-04 06:00:00,Bronze,777.91
1379,First_378,Last_378,customer378@email.com,Germany,2020-04-04 12:00:00,Silver,295.67
1380,First_379,Last_379,customer379@email.com,USA,2020-04-04 18:00:00,Bronze,800.69
1381,First_380,Last_380,customer380@email.com,USA,2020-04-05 00:00:00,Gold,864.17
1382,First_381,Last_381,customer381@email.com,UK,2020-04-05 06:00:00,Silver,974.43
1383,First_382,Last_382,customer382@email.com,UK,2020-04-05 12:00:00,Bronze,1242.26
1384,First_383,Last_383,customer383@email.com,Germany,2020-04-05 18:00:00,Silver,281.92
1385,First_384,Last_384,customer384@email.com,UK,2020-04-06 00:00:00,Bronze,192.0
1386,First_385,Last_385,customer385@email.com,Germany,2020-04-06 06:00:00,Silver,436.37
1387,First_386,Last_386,customer386@email.com,USA,2020-04-06 12:00:00,Bronze,231.95
1388,First_387,Last_387,customer387@email.com,USA,2020-04-06 18:00:00,Gold,459.49
1389,First_388,Last_388,customer388@email.com,UK,2020-04-07 00:00:00,Bronze,611.38
1390,First_389,Last_389,customer389@email.com,Germany,2020-04-07 06:00:00,Silver,583.03
1391,First_390,Last_390,customer390@email.com,France,2020-04-07 12:00:00,Silver,234.64
1392,First_391,Last_391,customer391@email.com,Canada,2020-04-07 18:00:00,Gold,91.28
1393,First_392,Last_392,customer392@email.com,USA,2020-04-08 00:00:00,Gold,281.52
1394,First_393,Last_393,customer393@email.com,UK,2020-04-08 06:00:00,Bronze,76.92
1395,First_394,Last_394,customer394@email.com,USA,2020-04-08 12:00:00,Silver,1104.08
1396,First_395,Last_395,customer395@email.com,France,2020-04-08 18:00:00,Bronze,212.23
1397,First_396,Last_396,customer396@email.com,Germany,2020-04-09 00:00:00,Silver,83.89
1398,First_397,Last_397,customer397@email.com,Canada,2020-04-09 06:00:00,Silver,12.89
1399,First_398,Last_398,customer398@email.com,UK,2020-04-09 12:00:00,Bronze,518.98
1400,First_399,Last_399,customer399@email.com,UK,2020-04-09 18:00:00,Bronze,506.54
1401,First_400,Last_400,customer400@email.com,USA,2020-04-10 00:00:00,Gold,208.22
1402,First_401,Last_401,customer401@email.com,France,2020-04-10 06:00:00,Gold,37.21
1403,First_402,Last_402,customer402@email.com,Canada,2020-04-10 12:00:00,Gold,263.5
1404,First_403,Last_403,customer403@email.com,Germany,2020-04-10 18:00:00,Bronze,186.41
1405,First_404,Last_404,customer404@email.com,USA,2020-04-11 00:00:00,Bronze,565.24
1406,First_405,Last_405,customer405@email.com,Germany,2020-04-11 06:00:00,Silver,465.42
1407,First_406,Last_406,customer406@email.com,USA,2020-04-11 12:00:00,Bronze,226.75
1408,First_407,Last_407,customer407@email.com,USA,2020-04-11 18:00:00,Bronze,122.88
1409,First_408,Last_408,customer408@email.com,France,2020-04-12 00:00:00,Bronze,2212.93
1410,First_409,Last_409,customer409@email.com,USA,2020-04-12 06:00:00,Bronze,302.57
1411,First_410,Last_410,customer410@email.com,USA,2020-04-12 12:00:00,Silver,582.82
1412,First_411,Last_411,customer411@email.com,France,2020-04-12 18:00:00,Gold,75.73
1413,First_412,Last_412,customer412@email.com,France,2020-04-13 00:00:00,Silver,332.37
1414,First_413,Last_413,customer413@email.com,Canada,2020-04-13 06:00:00,Gold,13.96
1415,First_414,Last_414,customer414@email.com,UK,2020-04-13 12:00:00,Bronze,352.06
1416,First_415,Last_415,customer415@email.com,Canada,2020-04-13 18:00:00,Bronze,1662.36
1417,First_416,Last_416,customer416@email.com,USA,2020-04-14 00:00:00,Gold,242.42
1418,First_417,Last_417,customer417@email.com,USA,2020-04-14 06:00:00,Gold,19.89
1419,First_418,Last_418,customer418@email.com,UK,2020-04-14 12:00:00,Silver,15.72
1420,First_419,Last_419,customer419@email.com,UK,2020-04-14 18:00:00,Bronze,245.5
1421,First_420,Last_420,customer420@email.com,UK,2020-04-15 00:00:00,Silver,87.19
1422,First_421,Last_421,customer421@email.com,UK,2020-04-15 06:00:00,Bronze,11.81
1423,First_422,Last_422,customer422@email.com,USA,2020-04-15 12:00:00,Gold,705.73
1424,First_423,Last_423,customer423@email.com,Canada,2020-04-15 18:00:00,Gold,306.73
1425,First_424,Last_424,customer424@email.com,USA,2020-04-16 00:00:00,Bronze,170.71
1426,First_425,Last_425,customer425@email.com,Canada,2020-04-16 06:00:00,Bronze,1151.71
1427,First_426,Last_426,customer426@email.com,Canada,2020-04-16 12:00:00,Gold,61.73
1428,First_427,Last_427,customer427@email.com,Germany,2020-04-16 18:00:00,Bronze,1560.86
1429,First_428,Last_428,customer428@email.com,USA,2020-04-17 00:00:00,Bronze,188.41
1430,First_429,Last_429,customer429@email.com,USA,2020-04-17 06:00:00,Bronze,1096.43
1431,First_430,Last_430,customer430@email.com,USA,2020-04-17 12:00:00,Silver,461.84
1432,First_431,Last_431,customer431@email.com,UK,2020-04-17 18:00:00,Bronze,876.39
1433,First_432,Last_432,customer432@email.com,UK,2020-04-18 00:00:00,Silver,2067.99
1434,First_433,Last_433,customer433@email.com,USA,2020-04-18 06:00:00,Bronze,170.12
1435,First_434,Last_434,customer434@email.com,USA,2020-04-18 12:00:00,Gold,1623.84
1436,First_435,Last_435,customer435@email.com,UK,2020-04-18 18:00:00,Gold,246.72
1437,First_436,Last_436,customer436@email.com,USA,2020-04-19 00:00:00,Silver,243.48
1438,First_437,Last_437,customer437@email.com,Germany,2020-04-19 06:00:00,Bronze,208.05
1439,First_438,Last_438,customer438@email.com,UK,2020-04-19 12:00:00,Silver,389.8
1440,First_439,Last_439,customer439@email.com,USA,2020-04-19 18:00:00,Bronze,83.7
1441,First_440,Last_440,customer440@email.com,USA,2020-04-20 00:00:00,Bronze,403.39
1442,First_441,Last_441,customer441@email.com,France,2020-04-20 06:00:00,Gold,390.12
1443,First_442,Last_442,customer442@email.com,USA,2020-04-20 12:00:00,Bronze,717.54
1444,First_443,Last_443,customer443@email.com,USA,2020-04-20 18:00:00,Silver,896.83
1445,First_444,Last_444,customer444@email.com,Germany,2020-04-21 00:00:00,Bronze,290.3
1446,First_445,Last_445,customer445@email.com,France,2020-04-21 06:00:00,Gold,180.01
1447,First_446,Last_446,customer446@email.com,France,2020-04-21 12:00:00,Bronze,150.1
1448,First_447,Last_447,customer447@email.com,UK,2020-04-21 18:00:00,Bronze,108.22
1449,First_448,Last_448,customer448@email.com,USA,2020-04-22 00:00:00,Bronze,29.69
1450,First_449,Last_449,customer449@email.com,USA,2020-04-22 06:00:00,Bronze,209.62
1451,First_450,Last_450,customer450@email.com,UK,2020-04-22 12:00:00,Silver,157.53
1452,First_451,Last_451,customer451@email.com,Canada,2020-04-22 18:00:00,Bronze,1696.87
1453,First_452,Last_452,customer452@email.com,Canada,2020-04-23 00:00:00,Bronze,407.89
1454,First_453,Last_453,customer453@email.com,France,2020-04-23 06:00:00,Bronze,213.3
1455,First_454,Last_454,customer454@email.com,USA,2020-04-23 12:00:00,Gold,434.31
1456,First_455,Last_455,customer455@email.com,Canada,2020-04-23 18:00:00,Bronze,74.94
1457,First_456,Last_456,customer456@email.com,USA,2020-04-24 00:00:00,Bronze,293.53
1458,First_457,Last_457,customer457@email.com,Canada,2020-04-24 06:00:00,Bronze,492.06
1459,First_458,Last_458,customer458@email.com,USA,2020-04-24 12:00:00,Silver,335.59
1460,First_459,Last_459,customer459@email.com,USA,2020-04-24 18:00:00,Bronze,256.9
1461,First_460,Last_460,customer460@email.com,USA,2020-04-25 00:00:00,Silver,2545.52
1462,First_461,Last_461,customer461@email.com,UK,2020-04-25 06:00:00,Bronze,1061.45
1463,First_462,Last_462,customer462@email.com,UK,2020-04-25 12:00:00,Gold,488.29
1464,First_463,Last_463,customer463@email.com,Canada,2020-04-25 18:00:00,Bronze,421.26
1465,First_464,Last_464,customer464@email.com,France,2020-04-26 00:00:00,Bronze,484.66
1466,First_465,Last_465,customer465@email.com,USA,2020-04-26 06:00:00,Gold,112.39
1467,First_466,Last_466,customer466@email.com,USA,2020-04-26 12:00:00,Bronze,251.38
1468,First_467,Last_467,customer467@email.com,Germany,2020-04-26 18:00:00,Silver,20.13
1469,First_468,Last_468,customer468@email.com,USA,2020-04-27 00:00:00,Bronze,322.7
1470,First_469,Last_469,customer469@email.com,France,2020-04-27 06:00:00,Bronze,391.56
1471,First_470,Last_470,customer470@email.com,USA,2020-04-27 12:00:00,Bronze,129.22
1472,First_471,Last_471,customer471@email.com,France,2020-04-27 18:00:00,Bronze,1662.52
1473,First_472,Last_472,customer472@email.com,USA,2020-04-28 00:00:00,Bronze,1200.95
1474,First_473,Last_473,customer473@email.com,Germany,2020-04-28 06:00:00,Silver,640.32
1475,First_474,Last_474,customer474@email.com,Canada,2020-04-28 12:00:00,Silver,381.13
1476,First_475,Last_475,customer475@email.com,France,2020-04-28 18:00:00,Bronze,1019.99
1477,First_476,Last_476,customer476@email.com,USA,2020-04-29 00:00:00,Bronze,70.01
1478,First_477,Last_477,customer477@email.com,Canada,2020-04-29 06:00:00,Bronze,781.54
1479,First_478,Last_478,customer478@email.com,France,2020-04-29 12:00:00,Bronze,66.66
1480,First_479,Last_479,customer479@email.com,Canada,2020-04-29 18:00:00,Silver,790.45
1481,First_480,Last_480,customer480@email.com,UK,2020-04-30 00:00:00,Bronze,161.32
1482,First_481,Last_481,customer481@email.com,UK,2020-04-30 06:00:00,Gold,1048.15
1483,First_482,Last_482,customer482@email.com,Canada,2020-04-30 12:00:00,Bronze,1441.58
1484,First_483,Last_483,customer483@email.com,UK,2020-04-30 18:00:00,Gold,80.55
1485,First_484,Last_484,customer484@email.com,Canada,2020-05-01 00:00:00,Silver,310.58
1486,First_485,Last_485,customer485@email.com,France,2020-05-01 06:00:00,Silver,1981.33
1487,First_486,Last_486,customer486@email.com,USA,2020-05-01 12:00:00,Silver,330.25
1488,First_487,Last_487,customer487@email.com,USA,2020-05-01 18:00:00,Bronze,995.89
1489,First_488,Last_488,customer488@email.com,France,2020-05-02 00:00:00,Silver,444.25
1490,First_489,Last_489,customer489@email.com,Germany,2020-05-02 06:00:00,Silver,235.27
1491,First_490,Last_490,customer490@email.com,Canada,2020-05-02 12:00:00,Silver,168.28
1492,First_491,Last_491,customer491@email.com,UK,2020-05-02 18:00:00,Silver,113.59
1493,First_492,Last_492,customer492@email.com,USA,2020-05-03 00:00:00,Silver,717.32
1494,First_493,Last_493,customer493@email.com,USA,2020-05-03 06:00:00,Gold,244.32
1495,First_494,Last_494,customer494@email.com,Canada,2020-05-03 12:00:00,Bronze,357.98
1496,First_495,Last_495,customer495@email.com,USA,2020-05-03 18:00:00,Bronze,338.96
1497,First_496,Last_496,customer496@email.com,Canada,2020-05-04 00:00:00,Bronze,430.52
1498,First_497,Last_497,customer497@email.com,USA,2020-05-04 06:00:00,Silver,1003.38
1499,First_498,Last_498,customer498@email.com,France,2020-05-04 12:00:00,Silver,1974.85
1500,First_499,Last_499,customer499@email.com,France,2020-05-04 18:00:00,Bronze,261.77
1501,First_500,Last_500,customer500@email.com,UK,2020-05-05 00:00:00,Bronze,878.73
1502,First_501,Last_501,customer501@email.com,Canada,2020-05-05 06:00:00,Silver,723.08
1503,First_502,Last_502,customer502@email.com,USA,2020-05-05 12:00:00,Gold,426.11
1504,First_503,Last_503,customer503@email.com,Germany,2020-05-05 18:00:00,Silver,1562.32
1505,First_504,Last_504,customer504@email.com,UK,2020-05-06 00:00:00,Silver,111.87
1506,First_505,Last_505,customer505@email.com,USA,2020-05-06 06:00:00,Silver,57.85
1507,First_506,Last_506,customer506@email.com,France,2020-05-06 12:00:00,Bronze,961.94
1508,First_507,Last_507,customer507@email.com,Germany,2020-05-06 18:00:00,Bronze,289.15
1509,First_508,Last_508,customer508@email.com,France,2020-05-07 00:00:00,Bronze,938.56
1510,First_509,Last_509,customer509@email.com,UK,2020-05-07 06:00:00,Bronze,1117.88
1511,First_510,Last_510,customer510@email.com,UK,2020-05-07 12:00:00,Bronze,32.25
1512,First_511,Last_511,customer511@email.com,Canada,2020-05-07 18:00:00,Bronze,1074.78
1513,First_512,Last_512,customer512@email.com,France,2020-05-08 00:00:00,Bronze,297.39
1514,First_513,Last_513,customer513@email.com,Germany,2020-05-08 06:00:00,Gold,357.12
1515,First_514,Last_514,customer514@email.com,USA,2020-05-08 12:00:00,Gold,492.54
1516,First_515,Last_515,customer515@email.com,USA,2020-05-08 18:00:00,Gold,1304.44
1517,First_516,Last_516,customer516@email.com,USA,2020-05-09 00:00:00,Bronze,9.65
1518,First_517,Last_517,customer517@email.com,Germany,2020-05-09 06:00:00,Bronze,323.94
1519,First_518,Last_518,customer518@email.com,France,2020-05-09 12:00:00,Silver,581.93
1520,First_519,Last_519,customer519@email.com,USA,2020-05-09 18:00:00,Bronze,641.34
1521,First_520,Last_520,customer520@email.com,Canada,2020-05-10 00:00:00,Gold,589.69
1522,First_521,Last_521,customer521@email.com,USA,2020-05-10 06:00:00,Bronze,72.19
1523,First_522,Last_522,customer522@email.com,France,2020-05-10 12:00:00,Silver,177.91
1524,First_523,Last_523,customer523@email.com,Germany,2020-05-10 18:00:00,Gold,222.14
1525,First_524,Last_524,customer524@email.com,Germany,2020-05-11 00:00:00,Silver,815.94
1526,First_525,Last_525,customer525@email.com,Canada,2020-05-11 06:00:00,Silver,163.39
1527,First_526,Last_526,customer526@email.com,Canada,2020-05-11 12:00:00,Silver,118.31
1528,First_527,Last_527,customer527@email.com,USA,2020-05-11 18:00:00,Silver,1578.51
1529,First_528,Last_528,customer528@email.com,USA,2020-05-12 00:00:00,Bronze,4.45
1530,First_529,Last_529,customer529@email.com,Germany,2020-05-12 06:00:00,Bronze,3064.41
1531,First_530,Last_530,customer530@email.com,Germany,2020-05-12 12:00:00,Silver,564.77
1532,First_531,Last_531,customer531@email.com,France,2020-05-12 18:00:00,Bronze,881.5
1533,First_532,Last_532,customer532@email.com,France,2020-05-13 00:00:00,Bronze,174.51
1534,First_533,Last_533,customer533@email.com,Canada,2020-05-13 06:00:00,Silver,7.21
1535,First_534,Last_534,customer534@email.com,UK,2020-05-13 12:00:00,Silver,669.46
1536,First_535,Last_535,customer535@email.com,France,2020-05-13 18:00:00,Gold,898.32
1537,First_536,Last_536,customer536@email.com,Germany,2020-05-14 00:00:00,Gold,674.45
1538,First_537,Last_537,customer537@email.com,USA,2020-05-14 06:00:00,Bronze,77.07
1539,First_538,Last_538,customer538@email.com,Canada,2020-05-14 12:00:00,Gold,700.05
1540,First_539,Last_539,customer539@email.com,USA,2020-05-14 18:00:00,Bronze,732.5
1541,First_540,Last_540,customer540@email.com,France,2020-05-15 00:00:00,Bronze,537.26
1542,First_541,Last_541,customer541@email.com,UK,2020-05-15 06:00:00,Gold,726.46
1543,First_542,Last_542,customer542@email.com,USA,2020-05-15 12:00:00,Bronze,935.15
1544,First_543,Last_543,customer543@email.com,UK,2020-05-15 18:00:00,Silver,475.45
1545,First_544,Last_544,customer544@email.com,UK,2020-05-16 00:00:00,Bronze,46.39
1546,First_545,Last_545,customer545@email.com,USA,2020-05-16 06:00:00,Silver,334.35
1547,First_546,Last_546,customer546@email.com,USA,2020-05-16 12:00:00,Bronze,40.41
1548,First_547,Last_547,customer547@email.com,UK,2020-05-16 18:00:00,Bronze,261.74
1549,First_548,Last_548,customer548@email.com,Canada,2020-05-17 00:00:00,Gold,261.37
1550,First_549,Last_549,customer549@email.com,UK,2020-05-17 06:00:00,Bronze,34.14
1551,First_550,Last_550,customer550@email.com,Canada,2020-05-17 12:00:00,Bronze,214.48
1552,First_551,Last_551,customer551@email.com,Germany,2020-05-17 18:00:00,Bronze,58.83
1553,First_552,Last_552,customer552@email.com,Canada,2020-05-18 00:00:00,Bronze,825.74
1554,First_553,Last_553,customer553@email.com,Canada,2020-05-18 06:00:00,Bronze,1475.26
1555,First_554,Last_554,customer554@email.com,Germany,2020-05-18 12:00:00,Silver,37.53
1556,First_555,Last_555,customer555@email.com,Canada,2020-05-18 18:00:00,Silver,1551.83
1557,First_556,Last_556,customer556@email.com,USA,2020-05-19 00:00:00,Bronze,369.68
1558,First_557,Last_557,customer557@email.com,USA,2020-05-19 06:00:00,Silver,178.03
1559,First_558,Last_558,customer558@email.com,UK,2020-05-19 12:00:00,Bronze,39.99
1560,First_559,Last_559,customer559@email.com,UK,2020-05-19 18:00:00,Bronze,347.2
1561,First_560,Last_560,customer560@email.com,UK,2020-05-20 00:00:00,Silver,791.19
1562,First_561,Last_561,customer561@email.com,USA,2020-05-20 06:00:00,Silver,613.94
1563,First_562,Last_562,customer562@email.com,USA,2020-05-20 12:00:00,Bronze,25.77
1564,First_563,Last_563,customer563@email.com,USA,2020-05-20 18:00:00,Silver,37.85
1565,First_564,Last_564,customer564@email.com,USA,2020-05-21 00:00:00,Bronze,257.81
1566,First_565,Last_565,customer565@email.com,Canada,2020-05-21 06:00:00,Silver,174.98
1567,First_566,Last_566,customer566@email.com,USA,2020-05-21 12:00:00,Bronze,132.23
1568,First_567,Last_567,customer567@email.com,Canada,2020-05-21 18:00:00,Gold,164.95
1569,First_568,Last_568,customer568@email.com,France,2020-05-22 00:00:00,Bronze,813.5
1570,First_569,Last_569,customer569@email.com,USA,2020-05-22 06:00:00,Silver,1324.15
1571,First_570,Last_570,customer570@email.com,Canada,2020-05-22 12:00:00,Bronze,259.68
1572,First_571,Last_571,customer571@email.com,UK,2020-05-22 18:00:00,Gold,1182.82
1573,First_572,Last_572,customer572@email.com,USA,2020-05-23 00:00:00,Bronze,193.93
1574,First_573,Last_573,customer573@email.com,UK,2020-05-23 06:00:00,Bronze,323.55
1575,First_574,Last_574,customer574@email.com,Germany,2020-05-23 12:00:00,Silver,128.11
1576,First_575,Last_575,customer575@email.com,France,2020-05-23 18:00:00,Gold,511.49
1577,First_576,Last_576,customer576@email.com,USA,2020-05-24 00:00:00,Gold,1931.17
1578,First_577,Last_577,customer577@email.com,France,2020-05-24 06:00:00,Bronze,462.53
1579,First_578,Last_578,customer578@email.com,Canada,2020-05-24 12:00:00,Bronze,221.44
1580,First_579,Last_579,customer579@email.com,USA,2020-05-24 18:00:00,Bronze,521.8
1581,First_580,Last_580,customer580@email.com,Canada,2020-05-25 00:00:00,Silver,65.58
1582,First_581,Last_581,customer581@email.com,France,2020-05-25 06:00:00,Silver,1097.58
1583,First_582,Last_582,customer582@email.com,Canada,2020-05-25 12:00:00,Bronze,349.67
1584,First_583,Last_583,customer583@email.com,USA,2020-05-25 18:00:00,Silver,298.33
1585,First_584,Last_584,customer584@email.com,UK,2020-05-26 00:00:00,Bronze,440.78
1586,First_585,Last_585,customer585@email.com,USA,2020-05-26 06:00:00,Gold,490.13
1587,First_586,Last_586,customer586@email.com,USA,2020-05-26 12:00:00,Bronze,37.24
1588,First_587,Last_587,customer587@email.com,USA,2020-05-26 18:00:00,Silver,573.82
1589,First_588,Last_588,customer588@email.com,USA,2020-05-27 00:00:00,Silver,138.49
1590,First_589,Last_589,customer589@email.com,USA,2020-05-27 06:00:00,Bronze,625.8
1591,First_590,Last_590,customer590@email.com,USA,2020-05-27 12:00:00,Bronze,864.49
1592,First_591,Last_591,customer591@email.com,UK,2020-05-27 18:00:00,Bronze,814.71
1593,First_592,Last_592,customer592@email.com,USA,2020-05-28 00:00:00,Gold,402.04
1594,First_593,Last_593,customer593@email.com,USA,2020-05-28 06:00:00,Gold,367.16
1595,First_594,Last_594,customer594@email.com,Germany,2020-05-28 12:00:00,Bronze,77.09
1596,First_595,Last_595,customer595@email.com,Canada,2020-05-28 18:00:00,Bronze,746.6
1597,First_596,Last_596,customer596@email.com,UK,2020-05-29 00:00:00,Silver,158.32
1598,First_597,Last_597,customer597@email.com,USA,2020-05-29 06:00:00,Gold,343.28
1599,First_598,Last_598,customer598@email.com,USA,2020-05-29 12:00:00,Gold,167.23
1600,First_599,Last_599,customer599@email.com,USA,2020-05-29 18:00:00,Bronze,71.84
1601,First_600,Last_600,customer600@email.com,USA,2020-05-30 00:00:00,Gold,496.53
1602,First_601,Last_601,customer601@email.com,USA,2020-05-30 06:00:00,Silver,27.93
1603,First_602,Last_602,customer602@email.com,USA,2020-05-30 12:00:00,Silver,690.44
1604,First_603,Last_603,customer603@email.com,USA,2020-05-30 18:00:00,Silver,191.06
1605,First_604,Last_604,customer604@email.com,USA,2020-05-31 00:00:00,Gold,0.07
1606,First_605,Last_605,customer605@email.com,Canada,2020-05-31 06:00:00,Bronze,357.83
1607,First_606,Last_606,customer606@email.com,USA,2020-05-31 12:00:00,Gold,23.99
1608,First_607,Last_607,customer607@email.com,USA,2020-05-31 18:00:00,Bronze,161.6
1609,First_608,Last_608,customer608@email.com,Canada,2020-06-01 00:00:00,Silver,613.75
1610,First_609,Last_609,customer609@email.com,UK,2020-06-01 06:00:00,Bronze,32.37
1611,First_610,Last_610,customer610@email.com,USA,2020-06-01 12:00:00,Bronze,914.23
1612,First_611,Last_611,customer611@email.com,UK,2020-06-01 18:00:00,Bronze,1.91
1613,First_612,Last_612,customer612@email.com,UK,2020-06-02 00:00:00,Bronze,141.73
1614,First_613,Last_613,customer613@email.com,USA,2020-06-02 06:00:00,Silver,675.28
1615,First_614,Last_614,customer614@email.com,Germany,2020-06-02 12:00:00,Silver,190.1
1616,First_615,Last_615,customer615@email.com,France,2020-06-02 18:00:00,Bronze,53.73
1617,First_616,Last_616,customer616@email.com,USA,2020-06-03 00:00:00,Bronze,223.33
1618,First_617,Last_617,customer617@email.com,USA,2020-06-03 06:00:00,Bronze,157.62
1619,First_618,Last_618,customer618@email.com,Germany,2020-06-03 12:00:00,Bronze,924.84
1620,First_619,Last_619,customer619@email.com,UK,2020-06-03 18:00:00,Bronze,187.96
1621,First_620,Last_620,customer620@email.com,USA,2020-06-04 00:00:00,Silver,777.79
